,0,1,2,3,4,5,6,7,8,9,label
0,1.0,1.0,1.0,1.3698821499535873e-96,5.163443076074761e-143,1.0,5.779739448313643e-17,1.879751553206501e-183,1.0,1.6849826110993247e-90,1
1,1.0,1.0,1.0,9.16550932331139e-219,0.0,1.0,3.738830310882541e-40,0.0,1.0,1.3006779694153296e-207,1
2,1.0,1.0,1.0,0.0,0.0,1.0,7.125655819855028e-66,0.0,1.0,0.0,1
3,0.6082418284192168,0.9973086345361195,0.9946510703394167,0.0016519488543269962,0.01451240943339621,0.9994002928087861,0.5487686523440218,0.0028538931744071837,0.9723902379826019,0.015389121988175278,1
4,0.9888720836860643,0.9999420648703868,0.996154749803587,6.2339077632574566e-06,0.000602492432755689,0.9974109279549492,0.7696460639686846,0.9980665681113589,7.846856544501947e-05,4.176424042685789e-06,1
5,0.977889594213832,0.9999851634007662,0.9999950601696785,2.4672660875864094e-06,1.8485689033797036e-05,0.9999991090338196,0.6069609854437612,0.0005342308896847177,0.7297897007681997,1.5170734951474181e-05,1
6,0.9942358957713591,0.9999851818296583,0.9998506984454952,8.948067070643458e-07,5.9300578540398515e-05,0.9999052113551689,0.7870799850216641,0.9361320867169852,0.000552936271490998,1.194416399504353e-06,1
7,0.5716191958691375,0.9975995270869958,0.9977175314240679,0.0010171525972723018,0.007066879946324733,0.9997650044774674,0.5139049358461423,0.0011107840386832197,0.9828269438468049,0.011105579982094561,1
8,0.8610504729146619,0.9992183808775702,0.9950112940001901,0.00023069482448788943,0.007127823965062099,0.9982850733381335,0.6141013484243462,0.18647358690918622,0.30304645744886005,0.0011075736082581335,1
9,0.98552629177365,0.9999477671809165,0.9990370908030821,6.034586135613296e-06,0.0003894415169189222,0.999450673087241,0.7690625791466869,0.965163045557468,0.0010296464781093845,6.685905580157671e-06,1
10,0.8695432998655293,0.9992244759528037,0.9922226507912628,0.00017233240677002283,0.004235558659964981,0.9981190483069934,0.632227945959527,0.627872772832452,0.057099296054636976,0.0004220073696110605,1
11,0.9575748190186937,0.9999246706810089,0.9998883239347427,1.5455119450898273e-05,0.00020869202418944828,0.9999784624446146,0.6709100066781685,0.013539821242122616,0.3911856820008462,6.131130793814399e-05,1
12,0.9898802215860097,0.9999556375379882,0.9993646145854241,3.2299727824933384e-06,0.00023223950265861484,0.9994742956076061,0.7686043304981796,0.9764538930998853,0.0005513372278120036,4.011089426657556e-06,1
13,0.9196933224666654,0.9996330980206874,0.9942039693126149,0.00020318809377601281,0.0015674088079875945,0.9996225892199369,0.5538524439929846,0.13255833517393836,0.10793591423697138,0.000575153341605708,1
14,0.9999997140832977,0.9999999999999998,1.0,1.9464454990863547e-17,5.840942377494229e-21,1.0,0.10042985449862907,7.282506695143291e-18,0.9997350680931253,9.041757268701998e-17,1
15,0.9999999998591531,1.0,1.0,2.35811428931987e-26,2.9672660683892394e-34,1.0,0.0020907404331736946,8.677817843737874e-35,0.9999999999648976,1.2664480947590505e-25,1
16,0.9982927820578733,0.999996928340481,0.9998927266589602,4.0189122192698676e-07,6.2564960847787595e-06,0.9999895727037247,0.7112863481248041,0.9536843313097624,5.887524666413694e-05,2.0577334535822242e-07,1
17,0.9994440457539208,0.9999999999408324,1.0,1.8574021209668554e-11,4.350810106959471e-14,1.0,0.10090649888703863,3.4403781008449207e-18,0.9999999904029123,1.236885066000263e-09,1
18,0.999484641859431,0.9999999968159246,0.9999999999988187,2.8001484539681733e-10,4.310220886162245e-11,0.9999999999999818,0.353361849286316,1.5047624682139022e-10,0.9990040538290197,3.6641090219963783e-09,1
19,0.9996534657668549,0.9999999993599502,0.9999999999999503,7.034503748860185e-11,3.1349812111078937e-12,0.9999999999999998,0.26346741554918707,2.036799406966998e-12,0.9998953332933226,1.1513239708933077e-09,1
20,0.9965003946561165,0.9999999923318682,0.999999999999718,2.049595891719251e-09,3.4588126587167267e-11,0.9999999999999993,0.19129127578420546,3.1940641222811736e-14,0.9999993569288791,9.537653821894378e-08,1
21,0.9984442274343167,0.9999996647014017,0.9999999935924022,1.9886526940897233e-08,4.6911049279441934e-08,0.999999999309622,0.625359460121461,6.42547920549959e-06,0.806360544057401,1.9058122540016256e-07,1
22,0.9997589637726924,0.9999999999931877,1.0,1.5843910911048906e-12,1.0654225636552203e-15,1.0,0.07568648715830484,2.287571880671951e-20,0.9999999991421435,1.462526323651315e-10,1
23,0.9811462127977209,0.9999985871641325,0.9999999987222143,2.7144788240661187e-07,6.062431469192774e-08,0.9999999999749731,0.37306765076198245,2.780664694022085e-10,0.9999776645417531,1.1490698990623973e-05,1
24,0.999999999999317,1.0,1.0,3.7931358962216674e-34,2.8268523297632762e-46,1.0,9.324589311216561e-05,1.377262449326986e-54,1.0,1.1787464708896266e-31,1
25,0.999998071106203,1.0,1.0,5.174256022139905e-18,1.3493889663317302e-23,1.0,0.011858072156497045,1.0792578639816964e-29,0.9999999999997584,7.066476487925107e-16,1
26,0.9999999076145684,1.0,1.0,3.3454495587437593e-20,1.3823635607450218e-25,1.0,0.01744534422049572,1.7505807697851215e-28,0.9999999999568698,1.8906054226439693e-18,1
27,0.9790023196464971,0.9999988802127753,0.9999999992129887,2.1050385076376318e-07,3.567102440040935e-08,0.9999999999864251,0.3813441474486457,1.1681413930351593e-10,0.9999804152489057,1.0199827167545186e-05,1
28,0.8697505057153037,0.9998485250437026,0.9999905590244588,4.6985076031639384e-05,8.794972348722699e-05,0.9999993901589794,0.5098545432107326,2.9935277752287703e-06,0.9983708444856949,0.0010917479399248774,1
29,0.9638154947028864,0.9999911842981076,0.999999986161141,1.7419239287138552e-06,4.5827209851193155e-07,0.9999999995482725,0.4132717300336593,2.4402272346072217e-09,0.9999368558491338,8.144903221820541e-05,1
30,0.6183665458760761,0.996720746449634,0.9838409390641919,0.0015289904856730773,0.029871634298517812,0.9967306584425625,0.5230103364780206,0.04235755908722365,0.8449379960816369,0.011000362973882304,1
31,0.990171692902934,0.9999998609261851,0.9999999999739271,2.621439071180522e-08,2.4566020327390276e-09,0.9999999999997384,0.33225310283825044,2.4666687984904113e-12,0.999996913815236,1.6511948886421592e-06,1
32,0.9985206924465929,0.9999999975848268,0.9999999999999876,3.7159844125258463e-10,4.209711246103835e-12,1.0,0.2214751792955961,9.38061524377689e-16,0.9999998801785982,3.705498644660835e-08,1
33,0.9970497251420503,0.9999976472383344,0.9999995472487224,1.7462340253002755e-07,7.227996233946983e-07,0.9999999378344221,0.6689803960786167,0.0007038542442549398,0.16870129977161322,8.516025883164639e-07,1
34,0.9891289633818876,0.9999997619293207,0.9999999999701628,3.903771246885393e-08,2.688557548334937e-09,0.9999999999996545,0.32197508975877814,3.1858905318019718e-12,0.9999963406047482,2.6255327859483143e-06,1
35,0.9569157044501662,0.9999064573098917,0.9999620377686494,1.0472857459020901e-05,9.768231884414967e-05,0.9999911177632433,0.6561248994236368,0.0033630855606006627,0.588622570228006,7.84900800876523e-05,1
36,0.7964952354780113,0.9993137378271562,0.9998753634322911,0.00024628048796882543,0.0008064981176214743,0.9999868971073016,0.5858727647270852,4.6758655518131586e-05,0.9947948362447989,0.004638929135947762,1
37,0.9998536056121967,0.9999999999985103,1.0,1.2074734498068183e-13,2.935316911337868e-17,1.0,0.0789304223739489,1.6229822114739209e-22,0.999999999865198,3.5467886738992983e-11,1
38,0.9996107290566197,0.9999999999502316,1.0,4.3543883112927576e-12,7.831753679974119e-15,1.0,0.16909668169093708,2.915362973671991e-19,0.999999996703071,6.46319698500237e-10,1
39,0.9743921802239768,0.9999948680074907,0.9999999684273929,1.1070149058221195e-06,7.384122630640683e-07,0.9999999988604902,0.47087103960118987,1.459549441118089e-08,0.9997625867297435,3.5878785009813736e-05,1
40,0.9820921501207924,0.9999984950623224,0.9999999981157319,3.5823988560176515e-07,7.943419131880633e-08,0.9999999999608584,0.40408651118963096,3.468011273543643e-10,0.9999652768819118,1.5953251720225943e-05,1
41,0.9989224957624534,0.9999998924823947,0.9999999980969496,5.383883292583714e-09,1.2276165424851555e-08,0.9999999997642268,0.5914533817399157,5.168125204076871e-06,0.704002736343837,3.23385536256399e-08,1
42,0.9870633772605534,0.9999895998734379,0.9999977506209914,1.4186718471345731e-06,7.481132140180059e-06,0.9999997102432967,0.6180737603311648,0.0002385657788783734,0.7606129215213612,1.066755109747646e-05,1
43,0.9992408561181797,0.9999999543767827,0.9999999980971777,3.0923379702805664e-09,4.130175512895141e-09,0.9999999998581435,0.5590336404736098,1.1504376620933742e-05,0.3869732448919649,1.2198324068389659e-08,1
44,0.9080559878683102,0.9999153651626466,0.9999963481363748,2.232980160397539e-05,4.429245231134105e-05,0.9999997455273298,0.5283005704931119,1.269399498770328e-06,0.9990392181394117,0.0006229090604830209,1
45,0.9999707175313846,0.9999999999794964,0.9999999999999964,9.534749423074396e-13,7.07823683773223e-14,1.0,0.3465934285490828,2.2290392218666062e-11,0.9881574384345598,5.168678060824799e-12,1
46,0.9967458025628056,0.9999999685350281,0.999999999992552,5.586435221589283e-09,5.090789619305098e-10,0.9999999999999243,0.302287055027398,5.422084477904728e-12,0.9999866316183931,1.8977163920240549e-07,1
47,0.8781899207239714,0.9998453095493114,0.9999778316360804,5.592971921749591e-05,0.00014812880572194443,0.9999984103989443,0.464064615767,1.4065869116084941e-05,0.9969352210962932,0.0008993252191405335,1
48,0.9994640999399759,0.9999991786477416,0.9999975543211167,1.668407040397648e-08,1.0499062051530303e-06,0.9999971903775274,0.8299741425421322,0.9364058564153247,5.289381217527887e-05,1.8809402002938062e-08,1
49,0.9962456411955892,0.9999988948566069,0.9999996947504094,6.223375200937973e-08,3.6492801213848297e-07,0.9999999454856229,0.6390409958201949,0.003404288799793598,0.05969857137170758,1.3381382824697892e-07,1
50,0.9899310473187241,0.9999873952907801,0.9999157371270974,1.724656700432462e-06,2.7991254850443378e-05,0.9999857469189884,0.6710471301386313,0.3940198132913907,0.00486622598116302,1.917786802003063e-06,1
51,0.9997730803753326,0.9999999990324231,0.9999999999994911,3.454262956996516e-11,7.98470498834463e-12,0.9999999999999869,0.4565438589350685,6.655463396168247e-10,0.9879769575858677,2.7329234555681435e-10,1
52,0.998954559336267,0.9999999245453209,0.9999999868892602,6.349025497082022e-09,1.4796435173815146e-08,0.999999999287331,0.5723637465093457,0.00014403325814471218,0.08561719711893152,1.0424956147541134e-08,1
53,0.9988965603751909,0.999999759485985,0.99999969761841,1.66877478914177e-08,1.162664812551484e-07,0.9999999642921499,0.6706607408401772,0.023263395350429608,0.0034314186047356616,1.7216314052066746e-08,1
54,0.9633002452761901,0.9999482314609356,0.9999169615597552,1.4350356934519733e-05,0.0001054784462283046,0.9999922836347922,0.6124933455919729,0.004097281333747035,0.4841275678702636,5.8617870055370596e-05,1
55,0.9987000093305822,0.9999997934696512,0.9999998680456487,1.805223602630807e-08,8.782347445698382e-08,0.9999999892335912,0.6257216065403117,0.0032811543593589862,0.015562058623364057,2.477456033924156e-08,1
56,0.9999915599300672,0.9999999999999043,1.0,1.3729268193163134e-14,4.858787415762935e-17,1.0,0.11240848509465605,1.3568463558135929e-15,0.9998277193460602,5.092476279362665e-14,1
57,0.9908420670900036,0.9999915468703806,0.9999950403092622,1.3666987283913083e-06,8.147416942397413e-06,0.9999988668603293,0.619590956409302,0.00422690727911927,0.15459414301727484,5.459492037121915e-06,1
58,0.9687123373042575,0.9998709046593186,0.9953753718111766,3.316621106767769e-05,0.0007560700955671908,0.9991080932592862,0.638512117129254,0.891538862072899,0.0020419256603551247,4.1236306955887435e-05,1
59,0.9163822571500791,0.9988996922119118,0.608781175914713,0.0007603101592724584,0.03195881594657806,0.8613693675491679,0.6962359475844918,0.9995334506553671,0.00016319615643792124,0.00022759669374703895,1
